fight_id,fight_seq,event_date,bout_order,fighter_a_id,fighter_b_id,outcome,method,round_no,total_rounds,weight_class,bout_type,EVENT,BOUT,fighter_a,fighter_b,winner_id,loser_id,method_bucket,method_detail,time_seconds,bout_length_minutes,referee,details
ufc-198-werdum-vs-miocic__john-lineker-vs-rob-font__1,1,2016-05-14,4,2132,3593,a_win,Decision,3,3,bantamweight,non_title,UFC 198: Werdum vs Miocic,John Lineker vs. Rob Font,John Lineker,Rob Font,2132,3593,decision,Decision - Unanimous ,300,15,Kevin MacDonald,Glenn Trowbridge 27 - 30.Otto Torriero 28 - 29.Hallison Pontes 26 - 30.
ufc-198-werdum-vs-miocic__rogerio-nogueira-vs-patrick-cummins__1,1,2016-05-14,3,3643,3337,a_win,KO/TKO,1,3,light_heavyweight,non_title,UFC 198: Werdum vs Miocic,Rogerio Nogueira vs. Patrick Cummins,Rogerio Nogueira,Patrick Cummins,3643,3337,ko_tko,KO/TKO ,292,15,Leon Roberts,Punches to Head In Clinch 
ufc-198-werdum-vs-miocic__sergio-moraes-vs-luan-chagas__1,1,2016-05-14,2,3867,2694,draw,Draw,3,3,welterweight,non_title,UFC 198: Werdum vs Miocic,Sergio Moraes vs. Luan Chagas,Sergio Moraes,Luan Chagas,,,decision,Decision - Split ,300,15,Osiris Maia,Tony Weeks 28 - 29.Alessandro Vieira 29 - 28.Joseph Terrell 28 - 28.
ufc-198-werdum-vs-miocic__renato-moicano-vs-zubaira-tukhugov__1,1,2016-05-14,1,3524,4490,a_win,Decision,3,3,featherweight,non_title,UFC 198: Werdum vs Miocic,Renato Moicano vs. Zubaira Tukhugov,Renato Moicano,Zubaira Tukhugov,3524,4490,decision,Decision - Split ,300,15,Eduardo Herdy,Glenn Trowbridge 28 - 29.Alessandro Vieira 29 - 28.Joseph Terrell 28 - 29.
ufc-fight-night-overeem-vs-arlovski__alistair-overeem-vs-andrei-arlovski__1,1,2016-05-08,13,186,243,a_win,KO/TKO,2,5,heavyweight,non_title,UFC Fight Night: Overeem vs Arlovski,Alistair Overeem vs. Andrei Arlovski,Alistair Overeem,Andrei Arlovski,186,243,ko_tko,KO/TKO ,72,25,Marc Goddard,Punch to Head At Distance 
ufc-fight-night-overeem-vs-arlovski__antonio-silva-vs-stefan-struve__1,1,2016-05-08,12,325,3963,b_win,KO/TKO,1,3,heavyweight,non_title,UFC Fight Night: Overeem vs Arlovski,Antonio Silva vs. Stefan Struve,Antonio Silva,Stefan Struve,3963,325,ko_tko,KO/TKO ,16,15,Leon Roberts,Punch to Head At Distance 
ufc-fight-night-overeem-vs-arlovski__albert-tumenov-vs-gunnar-nelson__1,1,2016-05-08,11,101,1586,b_win,Submission,2,3,welterweight,non_title,UFC Fight Night: Overeem vs Arlovski,Albert Tumenov vs. Gunnar Nelson,Albert Tumenov,Gunnar Nelson,1586,101,submission,Submission ,195,15,Marc Goddard,Rear Naked Choke 
ufc-fight-night-overeem-vs-arlovski__germaine-de-randamie-vs-anna-elmose__1,1,2016-05-08,10,1524,276,a_win,KO/TKO,1,3,bantamweight,non_title,UFC Fight Night: Overeem vs Arlovski,Germaine de Randamie vs. Anna Elmose,Germaine de Randamie,Anna Elmose,1524,276,ko_tko,KO/TKO ,226,15,Rich Mitchell,Knee to Body In Clinch 
ufc-fight-night-overeem-vs-arlovski__nikita-krylov-vs-francimar-barroso__1,1,2016-05-08,9,3260,1432,a_win,Submission,2,3,light_heavyweight,non_title,UFC Fight Night: Overeem vs Arlovski,Nikita Krylov vs. Francimar Barroso,Nikita Krylov,Francimar Barroso,3260,1432,submission,Submission ,191,15,Lukasz Bosacki,Rear Naked Choke 
ufc-fight-night-overeem-vs-arlovski__karolina-kowalkiewicz-vs-heather-clark__1,1,2016-05-08,8,2417,1618,a_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Overeem vs Arlovski,Karolina Kowalkiewicz vs. Heather Clark,Karolina Kowalkiewicz,Heather Clark,2417,1618,decision,Decision - Unanimous ,300,15,Marc Goddard,Mark Collett 28 - 29.Peter Lavery 28 - 29.Paul Sutherland 27 - 30.
ufc-fight-night-overeem-vs-arlovski__rustam-khabilov-vs-chris-wade__1,1,2016-05-08,7,3717,797,a_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Overeem vs Arlovski,Rustam Khabilov vs. Chris Wade,Rustam Khabilov,Chris Wade,3717,797,decision,Decision - Unanimous ,300,15,Leon Roberts,27 - 30.28 - 29.28 - 29.
ufc-fight-night-overeem-vs-arlovski__magnus-cedenblad-vs-garreth-mclellan__1,1,2016-05-08,6,2766,1486,a_win,KO/TKO,2,3,middleweight,non_title,UFC Fight Night: Overeem vs Arlovski,Magnus Cedenblad vs. Garreth McLellan,Magnus Cedenblad,Garreth McLellan,2766,1486,ko_tko,KO/TKO ,47,15,Lukasz Bosacki,Kick to Head At Distance 
ufc-fight-night-overeem-vs-arlovski__jon-tuck-vs-josh-emmett__1,1,2016-05-08,5,2170,2258,b_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Overeem vs Arlovski,Jon Tuck vs. Josh Emmett,Jon Tuck,Josh Emmett,2258,2170,decision,Decision - Split ,300,15,Rich Mitchell,Ben Cartlidge 28 - 29.Andreas Gruner 29 - 28.Maciej Motylewski 28 - 29.
ufc-fight-night-overeem-vs-arlovski__yan-cabral-vs-reza-madadi__1,1,2016-05-08,4,4382,3536,b_win,KO/TKO,3,3,lightweight,non_title,UFC Fight Night: Overeem vs Arlovski,Yan Cabral vs. Reza Madadi,Yan Cabral,Reza Madadi,3536,4382,ko_tko,KO/TKO ,116,15,Leon Roberts,Punch to Head At Distance 
ufc-fight-night-overeem-vs-arlovski__kyoji-horiguchi-vs-neil-seery__1,1,2016-05-08,3,2594,3215,a_win,Decision,3,3,flyweight,non_title,UFC Fight Night: Overeem vs Arlovski,Kyoji Horiguchi vs. Neil Seery,Kyoji Horiguchi,Neil Seery,2594,3215,decision,Decision - Unanimous ,300,15,Marc Goddard,Ben Cartlidge 26 - 30.Andreas Gruner 27 - 30.Paul Sutherland 27 - 30.
ufc-fight-night-overeem-vs-arlovski__leon-edwards-vs-dominic-waters__1,1,2016-05-08,2,2634,1176,a_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Overeem vs Arlovski,Leon Edwards vs. Dominic Waters,Leon Edwards,Dominic Waters,2634,1176,decision,Decision - Unanimous ,300,15,Lukasz Bosacki,Mark Collett 27 - 30.Peter Lavery 27 - 30.Paul Sutherland 27 - 30.
ufc-fight-night-overeem-vs-arlovski__yuta-sasaki-vs-willie-gates__1,1,2016-05-08,1,4456,4360,a_win,Submission,2,3,flyweight,non_title,UFC Fight Night: Overeem vs Arlovski,Yuta Sasaki vs. Willie Gates,Yuta Sasaki,Willie Gates,4456,4360,submission,Submission ,210,15,Rich Mitchell,Rear Naked Choke 
ufc-197-jones-vs-saint-preux__jon-jones-vs-ovince-saint-preux__1,1,2016-04-23,12,2164,3311,a_win,Decision,5,5,light_heavyweight,interim_title,UFC 197: Jones vs Saint Preux,Jon Jones vs. Ovince Saint Preux,Jon Jones,Ovince Saint Preux,2164,3311,decision,Decision - Unanimous ,300,25,Herb Dean,Sal D'amato 44 - 50.Chris Lee 45 - 50.Junichiro Kamijo 45 - 50.
ufc-197-jones-vs-saint-preux__demetrious-johnson-vs-henry-cejudo__1,1,2016-04-23,11,1101,1631,a_win,KO/TKO,1,5,flyweight,title,UFC 197: Jones vs Saint Preux,Demetrious Johnson vs. Henry Cejudo,Demetrious Johnson,Henry Cejudo,1101,1631,ko_tko,KO/TKO ,169,25,John McCarthy,Knees to Body In Clinch 
ufc-197-jones-vs-saint-preux__anthony-pettis-vs-edson-barboza__1,1,2016-04-23,10,299,1263,b_win,Decision,3,3,lightweight,non_title,UFC 197: Jones vs Saint Preux,Anthony Pettis vs. Edson Barboza,Anthony Pettis,Edson Barboza,1263,299,decision,Decision - Unanimous ,300,15,Herb Dean,Sal D'amato 28 - 29.Marcos Rosales 28 - 29.Tony Weeks 27 - 30.
ufc-197-jones-vs-saint-preux__robert-whittaker-vs-rafael-natal__1,1,2016-04-23,9,3614,3449,a_win,Decision,3,3,middleweight,non_title,UFC 197: Jones vs Saint Preux,Robert Whittaker vs. Rafael Natal,Robert Whittaker,Rafael Natal,3614,3449,decision,Decision - Unanimous ,300,15,John McCarthy,Patricia Morse-Jarman 28 - 29.Chris Lee 27 - 30.Derek Cleary 27 - 30.
ufc-197-jones-vs-saint-preux__yair-rodriguez-vs-andre-fili__1,1,2016-04-23,8,4380,225,a_win,KO/TKO,2,3,featherweight,non_title,UFC 197: Jones vs Saint Preux,Yair Rodriguez vs. Andre Fili,Yair Rodriguez,Andre Fili,4380,225,ko_tko,KO/TKO ,135,15,Dan Miragliotta,Kick to Head At DistanceSwitch Kick
ufc-197-jones-vs-saint-preux__sergio-pettis-vs-chris-kelades__1,1,2016-04-23,7,3868,782,a_win,Decision,3,3,flyweight,non_title,UFC 197: Jones vs Saint Preux,Sergio Pettis vs. Chris Kelades,Sergio Pettis,Chris Kelades,3868,782,decision,Decision - Unanimous ,300,15,Mark Smith,Sal D'amato 27 - 30.Patricia Morse-Jarman 27 - 30.Glenn Trowbridge 27 - 30.
ufc-197-jones-vs-saint-preux__danny-roberts-vs-dominique-steele__1,1,2016-04-23,6,1015,1180,a_win,Decision,3,3,welterweight,non_title,UFC 197: Jones vs Saint Preux,Danny Roberts vs. Dominique Steele,Danny Roberts,Dominique Steele,1015,1180,decision,Decision - Unanimous ,300,15,Herb Dean,Chris Lee 28 - 29.Marcos Rosales 28 - 29.Tony Weeks 28 - 29.
ufc-197-jones-vs-saint-preux__carla-esparza-vs-juliana-lima__1,1,2016-04-23,5,641,2316,a_win,Decision,3,3,strawweight,non_title,UFC 197: Jones vs Saint Preux,Carla Esparza vs. Juliana Lima,Carla Esparza,Juliana Lima,641,2316,decision,Decision - Unanimous ,300,15,John McCarthy,Derek Cleary 27 - 30.Jeff Mullen 27 - 30.Junichiro Kamijo 27 - 30.
ufc-197-jones-vs-saint-preux__glaico-franca-moreira-vs-james-vick__1,1,2016-04-23,4,1551,1847,b_win,Decision,3,3,lightweight,non_title,UFC 197: Jones vs Saint Preux,Glaico Franca Moreira vs. James Vick,Glaico Franca Moreira,James Vick,1847,1551,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 27 - 30.
ufc-197-jones-vs-saint-preux__walt-harris-vs-cody-east__1,1,2016-04-23,3,4325,851,a_win,KO/TKO,1,3,heavyweight,non_title,UFC 197: Jones vs Saint Preux,Walt Harris vs. Cody East,Walt Harris,Cody East,4325,851,ko_tko,KO/TKO ,258,15,Mark Smith,Punches to Head On Ground 
ufc-197-jones-vs-saint-preux__marcos-rogerio-de-lima-vs-clint-hester__1,1,2016-04-23,2,2842,843,a_win,Submission,1,3,light_heavyweight,non_title,UFC 197: Jones vs Saint Preux,Marcos Rogerio de Lima vs. Clint Hester,Marcos Rogerio de Lima,Clint Hester,2842,843,submission,Submission ,275,15,Dan Miragliotta,Arm Triangle From Half Guard 
ufc-197-jones-vs-saint-preux__efrain-escudero-vs-kevin-lee__1,1,2016-04-23,1,1280,2508,b_win,Decision,3,3,lightweight,non_title,UFC 197: Jones vs Saint Preux,Efrain Escudero vs. Kevin Lee,Efrain Escudero,Kevin Lee,2508,1280,decision,Decision - Unanimous ,300,15,Mark Smith,Chris Lee 28 - 29.Patricia Morse-Jarman 28 - 29.Junichiro Kamijo 28 - 29.
ufc-on-fox-teixeira-vs-evans__glover-teixeira-vs-rashad-evans__1,1,2016-04-16,11,1556,3492,a_win,KO/TKO,1,5,light_heavyweight,non_title,UFC on FOX: Teixeira vs Evans,Glover Teixeira vs. Rashad Evans,Glover Teixeira,Rashad Evans,1556,3492,ko_tko,KO/TKO ,108,25,Herb Dean,Punch to Head In Clinch 
ufc-on-fox-teixeira-vs-evans__rose-namajunas-vs-tecia-pennington__1,1,2016-04-16,10,3687,4075,a_win,Decision,3,3,strawweight,non_title,UFC on FOX: Teixeira vs Evans,Rose Namajunas vs. Tecia Pennington,Rose Namajunas,Tecia Pennington,3687,4075,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Roy Silbert 28 - 29.Sal D'amato 28 - 29.Tim Vannatta 28 - 29.
ufc-on-fox-teixeira-vs-evans__khabib-nurmagomedov-vs-darrell-horcher__1,1,2016-04-16,9,2516,1027,a_win,KO/TKO,2,3,catch_weight,non_title,UFC on FOX: Teixeira vs Evans,Khabib Nurmagomedov vs. Darrell Horcher,Khabib Nurmagomedov,Darrell Horcher,2516,1027,ko_tko,KO/TKO ,218,15,James Warring,Punches to Head From Back Control 
ufc-on-fox-teixeira-vs-evans__cub-swanson-vs-hacran-dias__1,1,2016-04-16,8,909,1593,a_win,Decision,3,3,featherweight,non_title,UFC on FOX: Teixeira vs Evans,Cub Swanson vs. Hacran Dias,Cub Swanson,Hacran Dias,909,1593,decision,Decision - Unanimous ,300,15,Herb Dean,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Rich Green 28 - 29.
ufc-on-fox-teixeira-vs-evans__beneil-dariush-vs-michael-chiesa__1,1,2016-04-16,7,424,3019,b_win,Submission,2,3,lightweight,non_title,UFC on FOX: Teixeira vs Evans,Beneil Dariush vs. Michael Chiesa,Beneil Dariush,Michael Chiesa,3019,424,submission,Submission ,80,15,Dan Miragliotta,Rear Naked Choke 
ufc-on-fox-teixeira-vs-evans__bethe-correia-vs-raquel-pennington__1,1,2016-04-16,6,434,3490,b_win,Decision,3,3,bantamweight,non_title,UFC on FOX: Teixeira vs Evans,Bethe Correia vs. Raquel Pennington,Bethe Correia,Raquel Pennington,3490,434,decision,Decision - Split ,300,15,James Warring,Sal D'amato 28 - 29.Richard Davis 29 - 28.Chris Lee 28 - 29.
ufc-on-fox-teixeira-vs-evans__court-mcgee-vs-santiago-ponzinibbio__1,1,2016-04-16,5,894,3792,b_win,KO/TKO,1,3,welterweight,non_title,UFC on FOX: Teixeira vs Evans,Court McGee vs. Santiago Ponzinibbio,Court McGee,Santiago Ponzinibbio,3792,894,ko_tko,KO/TKO ,255,15,Herb Dean,Punch to Head In Clinch 
ufc-on-fox-teixeira-vs-evans__randy-brown-vs-michael-graves__1,1,2016-04-16,4,3479,3022,b_win,Submission,2,3,welterweight,non_title,UFC on FOX: Teixeira vs Evans,Randy Brown vs. Michael Graves,Randy Brown,Michael Graves,3022,3479,submission,Submission ,151,15,Dan Miragliotta,Rear Naked Choke 
ufc-on-fox-teixeira-vs-evans__john-dodson-vs-manvel-gamburyan__1,1,2016-04-16,3,2116,2810,a_win,KO/TKO,1,3,bantamweight,non_title,UFC on FOX: Teixeira vs Evans,John Dodson vs. Manvel Gamburyan,John Dodson,Manvel Gamburyan,2116,2810,ko_tko,KO/TKO ,37,15,James Warring,Punches to Head In Clinch 
ufc-on-fox-teixeira-vs-evans__oluwale-bamgbose-vs-cezar-ferreira__1,1,2016-04-16,2,3297,680,b_win,Decision,3,3,middleweight,non_title,UFC on FOX: Teixeira vs Evans,Oluwale Bamgbose vs. Cezar Ferreira,Oluwale Bamgbose,Cezar Ferreira,680,3297,decision,Decision - Unanimous ,300,15,Herb Dean,Rich Green 28 - 29.Richard Davis 28 - 29.Sal D'amato 27 - 29.
ufc-on-fox-teixeira-vs-evans__elizeu-zaleski-dos-santos-vs-omari-akhmedov__1,1,2016-04-16,1,1301,3299,a_win,KO/TKO,3,3,welterweight,non_title,UFC on FOX: Teixeira vs Evans,Elizeu Zaleski dos Santos vs. Omari Akhmedov,Elizeu Zaleski dos Santos,Omari Akhmedov,1301,3299,ko_tko,KO/TKO ,183,15,Dan Miragliotta,Knee to Head In Clinch 
ufc-fight-night-rothwell-vs-dos-santos__ben-rothwell-vs-junior-dos-santos__1,1,2016-04-10,13,418,2336,b_win,Decision,5,5,heavyweight,non_title,UFC Fight Night: Rothwell vs Dos Santos,Ben Rothwell vs. Junior Dos Santos,Ben Rothwell,Junior Dos Santos,2336,418,decision,Decision - Unanimous ,300,25,Leon Roberts,Ben Cartlidge 45 - 50.Mark Collett 45 - 50.Howard Hughes 45 - 50.
ufc-fight-night-rothwell-vs-dos-santos__derrick-lewis-vs-gabriel-gonzaga__1,1,2016-04-10,12,1130,1471,a_win,KO/TKO,1,3,heavyweight,non_title,UFC Fight Night: Rothwell vs Dos Santos,Derrick Lewis vs. Gabriel Gonzaga,Derrick Lewis,Gabriel Gonzaga,1130,1471,ko_tko,KO/TKO ,288,15,Marc Goddard,Punches to Head At Distance 
