fight_id,fight_seq,event_date,bout_order,fighter_a_id,fighter_b_id,outcome,method,round_no,total_rounds,weight_class,bout_type,EVENT,BOUT,fighter_a,fighter_b,winner_id,loser_id,method_bucket,method_detail,time_seconds,bout_length_minutes,referee,details
ufc-fight-night-bautista-vs-oliveira__jean-matsumoto-vs-farid-basharat__1,1,2026-02-07,9,1928,1394,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Jean Matsumoto,Farid Basharat,1394,1928,decision,Decision - Split ,300,15,Herb Dean,Mike Bell 28 - 29.Ron McCarthy 29 - 28.Sal D'amato 28 - 29.
ufc-fight-night-bautista-vs-oliveira__dustin-jacoby-vs-julius-walker__1,1,2026-02-07,8,1224,2327,a_win,KO/TKO,2,3,light_heavyweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby vs. Julius Walker,Dustin Jacoby,Julius Walker,1224,2327,ko_tko,KO/TKO ,102,15,Dan Miragliotta,Punches to Head On Ground 
ufc-fight-night-bautista-vs-oliveira__alex-morono-vs-daniil-donchenko__1,1,2026-02-07,7,137,999,b_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Alex Morono,Daniil Donchenko,999,137,decision,Decision - Unanimous ,300,15,Keith Peterson,Mike Bell 26 - 30.Peter Adamcik 26 - 30.Sal D'amato 27 - 30.
ufc-fight-night-bautista-vs-oliveira__nikolay-veretennikov-vs-niko-price__1,1,2026-02-07,6,3268,3264,a_win,KO/TKO,1,3,welterweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Nikolay Veretennikov vs. Niko Price,Nikolay Veretennikov,Niko Price,3268,3264,ko_tko,KO/TKO ,102,15,Chris Tognoni,Punches to Head At Distance 
ufc-fight-night-bautista-vs-oliveira__bruna-brasil-vs-ketlen-souza__1,1,2026-02-07,5,576,2491,b_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Bruna Brasil,Ketlen Souza,2491,576,decision,Decision - Unanimous ,300,15,Herb Dean,Mike Bell 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.
ufc-fight-night-bautista-vs-oliveira__javid-basharat-vs-gianni-vazquez__1,1,2026-02-07,4,1918,1533,a_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Javid Basharat vs. Gianni Vazquez,Javid Basharat,Gianni Vazquez,1918,1533,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Sal D'amato 28 - 29.
ufc-fight-night-bautista-vs-oliveira__wang-cong-vs-eduarda-moura__1,1,2026-02-07,3,4328,1268,a_win,Decision,3,3,catch_weight,non_title,UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Wang Cong,Eduarda Moura,4328,1268,decision,Decision - Unanimous ,300,15,Keith Peterson,Tony Weeks 27 - 30.Eric Colon 28 - 29.Chris Lee 28 - 29.
ufc-fight-night-bautista-vs-oliveira__muin-gafurov-vs-jakub-wiklacz__1,1,2026-02-07,2,3164,1821,b_win,Submission,3,3,bantamweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Muin Gafurov,Jakub Wiklacz,1821,3164,submission,Submission ,299,15,Chris Tognoni,Guillotine Choke From Bottom Guard 
ufc-fight-night-bautista-vs-oliveira__klaudia-sygula-vs-priscila-cachoeira__1,1,2026-02-07,1,2543,3421,a_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Klaudia Sygula,Priscila Cachoeira,2543,3421,decision,Decision - Unanimous ,300,15,Keith Peterson,Adalaide Byrd 27 - 30.Chris Lee 27 - 30.Eric Colon 28 - 29.
ufc-325-volkanovski-vs-lopes-2__alexander-volkanovski-vs-diego-lopes__1,1,2026-01-31,13,163,1149,a_win,Decision,5,5,featherweight,title,UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Alexander Volkanovski,Diego Lopes,163,1149,decision,Decision - Unanimous ,300,25,Marc Goddard,Ben Cartlidge 46 - 49.Sal D'amato 46 - 49.Clemens Werner 45 - 50.
ufc-325-volkanovski-vs-lopes-2__dan-hooker-vs-benoit-saint-denis__1,1,2026-01-31,12,960,428,b_win,KO/TKO,2,3,lightweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Dan Hooker vs. Benoit Saint Denis,Dan Hooker,Benoit Saint Denis,428,960,ko_tko,KO/TKO ,285,15,Herb Dean,Punches to Head From Mount 
ufc-325-volkanovski-vs-lopes-2__rafael-fiziev-vs-mauricio-ruffy__1,1,2026-01-31,11,3447,2985,b_win,KO/TKO,2,3,lightweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Rafael Fiziev vs. Mauricio Ruffy,Rafael Fiziev,Mauricio Ruffy,2985,3447,ko_tko,KO/TKO ,270,15,Daniel Movahedi,Punches to Head On Ground 
ufc-325-volkanovski-vs-lopes-2__tai-tuivasa-vs-tallison-teixeira__1,1,2026-01-31,10,4032,4054,b_win,Decision,3,3,heavyweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Tai Tuivasa,Tallison Teixeira,4054,4032,decision,Decision - Unanimous ,300,15,Marc Goddard,Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.Evan Field 28 - 29.
ufc-325-volkanovski-vs-lopes-2__quillan-salkilld-vs-jamie-mullarkey__1,1,2026-01-31,9,3430,1857,a_win,Submission,1,3,lightweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Quillan Salkilld vs. Jamie Mullarkey,Quillan Salkilld,Jamie Mullarkey,3430,1857,submission,Submission ,182,15,Daniel Movahedi,Neck Crank From Back Control 
ufc-325-volkanovski-vs-lopes-2__junior-tafa-vs-billy-elekana__1,1,2026-01-31,8,2337,444,b_win,Submission,2,3,light_heavyweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Junior Tafa vs. Billy Elekana,Junior Tafa,Billy Elekana,444,2337,submission,Submission ,198,15,Herb Dean,Rear Naked Choke 
ufc-325-volkanovski-vs-lopes-2__cam-rowston-vs-cody-brundage__1,1,2026-01-31,7,624,845,a_win,KO/TKO,2,3,middleweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Cam Rowston vs. Cody Brundage,Cam Rowston,Cody Brundage,624,845,ko_tko,KO/TKO ,248,15,Jim Perdios,Punches to Head On Ground 
ufc-325-volkanovski-vs-lopes-2__jacob-malkoun-vs-torrez-finney__1,1,2026-01-31,6,1791,4196,a_win,Decision,3,3,middleweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Jacob Malkoun,Torrez Finney,1791,4196,decision,Decision - Unanimous ,300,15,Steve Perceval,Ben Cartlidge 26 - 30.Sal D'amato 27 - 30.Charlie Keech 26 - 30.
ufc-325-volkanovski-vs-lopes-2__jonathan-micallef-vs-oban-elliott__1,1,2026-01-31,5,2179,3287,a_win,Submission,2,3,welterweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Jonathan Micallef vs. Oban Elliott,Jonathan Micallef,Oban Elliott,2179,3287,submission,Submission ,211,15,Marc Goddard,Rear Naked Choke 
ufc-325-volkanovski-vs-lopes-2__kaan-ofli-vs-yizha__1,1,2026-01-31,4,2380,4401,a_win,Decision,3,3,featherweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Kaan Ofli,Yizha,2380,4401,decision,Decision - Majority ,300,15,Jim Perdios,Sal D'amato 28 - 29.David Lethaby 28 - 28.Evan Field 28 - 29.
ufc-325-volkanovski-vs-lopes-2__sangwook-kim-vs-dom-mar-fan__1,1,2026-01-31,3,3790,1172,b_win,Decision,3,4,lightweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Sangwook Kim,Dom Mar Fan,1172,3790,decision,Decision - Unanimous ,300,20,Daniel Movahedi,Ben Cartlidge 27 - 30.Clemens Werner 27 - 30.Charlie Keech 27 - 30.
ufc-325-volkanovski-vs-lopes-2__keiichiro-nakamura-vs-sebastian-szalay__1,1,2026-01-31,2,2449,3853,a_win,KO/TKO,3,4,featherweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Keiichiro Nakamura,Sebastian Szalay,2449,3853,ko_tko,KO/TKO ,228,20,Herb Dean,Knee to Head At Distance 
ufc-325-volkanovski-vs-lopes-2__sulangrangbo-vs-lawrence-lui__1,1,2026-01-31,1,4010,2617,b_win,Decision,3,4,bantamweight,non_title,UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Sulangrangbo,Lawrence Lui,2617,4010,decision,Decision - Split ,300,20,Jim Perdios,Ben Cartlidge 28 - 29.Sal D'amato 29 - 28.Evan Field 28 - 29.
ufc-road-to-ufc-4-6__shi-ming-vs-bruna-brasil__1,1,2025-08-22,2,3917,576,b_win,Decision,3,3,strawweight,non_title,UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Shi Ming,Bruna Brasil,576,3917,decision,Decision - Unanimous ,300,15,Marc Goddard,Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.
ufc-road-to-ufc-4-6__nyamjargal-tumendemberel-vs-terrance-saeteurn__1,1,2025-08-22,1,3285,4082,a_win,Submission,1,3,flyweight,non_title,UFC - Road to UFC 4.6,Nyamjargal Tumendemberel vs. Terrance Saeteurn,Nyamjargal Tumendemberel,Terrance Saeteurn,3285,4082,submission,Submission ,173,15,Herb Dean,Anaconda Choke On Ground 
ufc-324-gaethje-vs-pimblett__justin-gaethje-vs-paddy-pimblett__1,1,2026-01-24,11,2350,3318,a_win,Decision,5,5,lightweight,interim_title,UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Justin Gaethje,Paddy Pimblett,2350,3318,decision,Decision - Unanimous ,300,25,Marc Goddard,Mike Bell 47 - 48.Derek Cleary 46 - 49.Sal D'amato 46 - 49.
ufc-324-gaethje-vs-pimblett__sean-omalley-vs-song-yadong__1,1,2026-01-24,10,3842,3953,a_win,Decision,3,3,bantamweight,non_title,UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Sean O'Malley,Song Yadong,3842,3953,decision,Decision - Unanimous ,300,15,Herb Dean,Eric Colon 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.
ufc-324-gaethje-vs-pimblett__waldo-cortes-acosta-vs-derrick-lewis__1,1,2026-01-24,9,4321,1130,a_win,KO/TKO,2,3,heavyweight,non_title,UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta vs. Derrick Lewis,Waldo Cortes Acosta,Derrick Lewis,4321,1130,ko_tko,KO/TKO ,194,15,Jason Herzog,Punches to Head On Ground 
ufc-324-gaethje-vs-pimblett__natalia-silva-vs-rose-namajunas__1,1,2026-01-24,8,3190,3687,a_win,Decision,3,3,flyweight,non_title,UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Natalia Silva,Rose Namajunas,3190,3687,decision,Decision - Unanimous ,300,15,Jason Herzog,Derek Cleary 28 - 29.Sal D'amato 28 - 29.David Lethaby 28 - 29.
ufc-324-gaethje-vs-pimblett__arnold-allen-vs-jean-silva__1,1,2026-01-24,7,344,1930,b_win,Decision,3,3,featherweight,non_title,UFC 324: Gaethje vs. Pimblett,Arnold Allen vs. Jean Silva,Arnold Allen,Jean Silva,1930,344,decision,Decision - Unanimous ,300,15,Chris Tognoni,Ron McCarthy 27 - 30.Chris Lee 28 - 29.Mike Bell 28 - 29.
ufc-324-gaethje-vs-pimblett__umar-nurmagomedov-vs-deiveson-figueiredo__1,1,2026-01-24,6,4247,1096,a_win,Decision,3,3,bantamweight,non_title,UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Umar Nurmagomedov,Deiveson Figueiredo,4247,1096,decision,Decision - Unanimous ,300,15,Herb Dean,Derek Cleary 27 - 30.Eric Colon 27 - 30.Sal D'amato 27 - 30.
ufc-324-gaethje-vs-pimblett__ateba-gautier-vs-andrey-pulyaev__1,1,2026-01-24,5,367,256,a_win,Decision,3,3,middleweight,non_title,UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Ateba Gautier,Andrey Pulyaev,367,256,decision,Decision - Unanimous ,300,15,Mark Smith,Junichiro Kamijo 27 - 30.Chris Lee 28 - 29.David Lethaby 28 - 29.
ufc-324-gaethje-vs-pimblett__nikita-krylov-vs-modestas-bukauskas__1,1,2026-01-24,4,3260,3141,a_win,KO/TKO,3,3,light_heavyweight,non_title,UFC 324: Gaethje vs. Pimblett,Nikita Krylov vs. Modestas Bukauskas,Nikita Krylov,Modestas Bukauskas,3260,3141,ko_tko,KO/TKO ,297,15,Marc Goddard,Punch to Head At Distance 
ufc-324-gaethje-vs-pimblett__alex-perez-vs-charles-johnson__1,1,2026-01-24,3,141,710,a_win,KO/TKO,1,3,flyweight,non_title,UFC 324: Gaethje vs. Pimblett,Alex Perez vs. Charles Johnson,Alex Perez,Charles Johnson,141,710,ko_tko,KO/TKO ,196,15,Jason Herzog,Punch to Head At Distance 
ufc-324-gaethje-vs-pimblett__josh-hokit-vs-denzel-freeman__1,1,2026-01-24,2,2265,1119,a_win,KO/TKO,1,3,heavyweight,non_title,UFC 324: Gaethje vs. Pimblett,Josh Hokit vs. Denzel Freeman,Josh Hokit,Denzel Freeman,2265,1119,ko_tko,KO/TKO ,299,15,Mark Smith,Punches to Head At Distance 
ufc-324-gaethje-vs-pimblett__adam-fugitt-vs-ty-miller__1,1,2026-01-24,1,44,4234,b_win,KO/TKO,1,3,welterweight,non_title,UFC 324: Gaethje vs. Pimblett,Adam Fugitt vs. Ty Miller,Adam Fugitt,Ty Miller,4234,44,ko_tko,KO/TKO ,299,15,Chris Tognoni,Punches to Head At Distance 
ufc-fight-night-royval-vs-kape__brandon-royval-vs-manel-kape__1,1,2025-12-13,12,520,2796,b_win,KO/TKO,1,5,flyweight,non_title,UFC Fight Night: Royval vs. Kape,Brandon Royval vs. Manel Kape,Brandon Royval,Manel Kape,2796,520,ko_tko,KO/TKO ,198,25,Herb Dean,Punches to Head On Ground 
ufc-fight-night-royval-vs-kape__giga-chikadze-vs-kevin-vallejos__1,1,2025-12-13,11,1535,2515,b_win,KO/TKO,2,3,featherweight,non_title,UFC Fight Night: Royval vs. Kape,Giga Chikadze vs. Kevin Vallejos,Giga Chikadze,Kevin Vallejos,2515,1535,ko_tko,KO/TKO ,89,15,Mark Smith,Spinning Back Fist Head 
ufc-fight-night-royval-vs-kape__cesar-almeida-vs-cezary-oleksiejczuk__1,1,2025-12-13,10,676,681,b_win,Decision,3,3,middleweight,non_title,UFC Fight Night: Royval vs. Kape,Cesar Almeida vs. Cezary Oleksiejczuk,Cesar Almeida,Cezary Oleksiejczuk,681,676,decision,Decision - Unanimous ,300,15,Kerry Hatley,Mike Bell 27 - 30.Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.
ufc-fight-night-royval-vs-kape__melquizael-costa-vs-morgan-charriere__1,1,2025-12-13,9,3006,3151,a_win,KO/TKO,1,3,featherweight,non_title,UFC Fight Night: Royval vs. Kape,Melquizael Costa vs. Morgan Charriere,Melquizael Costa,Morgan Charriere,3006,3151,ko_tko,KO/TKO ,74,15,Eric McMahon,Kick to Head At Distance 
ufc-fight-night-royval-vs-kape__kennedy-nzechukwu-vs-marcus-buchecha__1,1,2025-12-13,8,2478,2848,draw,Draw,3,3,heavyweight,non_title,UFC Fight Night: Royval vs. Kape,Kennedy Nzechukwu vs. Marcus Buchecha,Kennedy Nzechukwu,Marcus Buchecha,,,decision,Decision - Unanimous ,300,15,Herb Dean,Mike Bell 28 - 28.Ron McCarthy 28 - 28.Tony Weeks 28 - 28.
ufc-fight-night-royval-vs-kape__king-green-vs-lance-gibson-jr__1,1,2025-12-13,7,2536,2603,a_win,Decision,3,3,catch_weight,non_title,UFC Fight Night: Royval vs. Kape,King Green vs. Lance Gibson Jr.,King Green,Lance Gibson Jr.,2536,2603,decision,Decision - Split ,300,15,Mark Smith,Eric Colon 28 - 29.Junichiro Kamijo 29 - 28.David Sutherland 28 - 29.
ufc-fight-night-royval-vs-kape__neil-magny-vs-yaroslav-amosov__1,1,2025-12-13,6,3214,4392,b_win,Submission,1,3,welterweight,non_title,UFC Fight Night: Royval vs. Kape,Neil Magny vs. Yaroslav Amosov,Neil Magny,Yaroslav Amosov,4392,3214,submission,Submission ,194,15,Herb Dean,Anaconda Choke From Side Control 
ufc-fight-night-royval-vs-kape__joanderson-brito-vs-isaac-thomson__1,1,2025-12-13,5,2041,1731,a_win,Decision,3,3,featherweight,non_title,UFC Fight Night: Royval vs. Kape,Joanderson Brito vs. Isaac Thomson,Joanderson Brito,Isaac Thomson,2041,1731,decision,Decision - Unanimous ,300,15,Eric McMahon,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.
ufc-fight-night-royval-vs-kape__sean-sharaf-vs-steven-asplund__1,1,2025-12-13,4,3846,3997,b_win,KO/TKO,2,3,heavyweight,non_title,UFC Fight Night: Royval vs. Kape,Sean Sharaf vs. Steven Asplund,Sean Sharaf,Steven Asplund,3997,3846,ko_tko,KO/TKO ,229,15,Mark Smith,Punches to Head At Distance 
ufc-fight-night-royval-vs-kape__melissa-croden-vs-luana-santos__1,1,2025-12-13,3,3002,2698,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Royval vs. Kape,Melissa Croden vs. Luana Santos,Melissa Croden,Luana Santos,2698,3002,decision,Decision - Unanimous ,300,15,Kerry Hatley,Adalaide Byrd 28 - 29.Eric Colon 28 - 29.Sal D'amato 27 - 30.
ufc-fight-night-royval-vs-kape__allen-frye-jr-vs-guilherme-pat__1,1,2025-12-13,2,194,1582,b_win,Decision,3,3,heavyweight,non_title,UFC Fight Night: Royval vs. Kape,Allen Frye Jr. vs. Guilherme Pat,Allen Frye Jr.,Guilherme Pat,1582,194,decision,Decision - Unanimous ,300,15,Eric McMahon,Ron McCarthy 27 - 30.Jerin Valel 27 - 30.Tony Weeks 27 - 30.
ufc-fight-night-royval-vs-kape__jamey-lyn-horth-vs-tereza-bleda__1,1,2025-12-13,1,1853,4080,a_win,KO/TKO,1,3,flyweight,non_title,UFC Fight Night: Royval vs. Kape,Jamey-Lyn Horth vs. Tereza Bleda,Jamey-Lyn Horth,Tereza Bleda,1853,4080,ko_tko,KO/TKO ,125,15,Kerry Hatley,Punches to Head At Distance 
ufc-323-dvalishvili-vs-yan-2__merab-dvalishvili-vs-petr-yan__1,1,2025-12-06,14,3011,3397,b_win,Decision,5,5,bantamweight,title,UFC 323: Dvalishvili vs. Yan 2,Merab Dvalishvili vs. Petr Yan,Merab Dvalishvili,Petr Yan,3397,3011,decision,Decision - Unanimous ,300,25,Marc Goddard,Mike Bell 46 - 49.Eric Colon 46 - 49.Derek Cleary 47 - 48.
ufc-323-dvalishvili-vs-yan-2__alexandre-pantoja-vs-joshua-van__1,1,2025-12-06,13,171,2290,b_win,KO/TKO,1,5,flyweight,title,UFC 323: Dvalishvili vs. Yan 2,Alexandre Pantoja vs. Joshua Van,Alexandre Pantoja,Joshua Van,2290,171,ko_tko,KO/TKO ,26,25,Herb Dean,to On GroundArm injury to Pantoja
ufc-323-dvalishvili-vs-yan-2__brandon-moreno-vs-tatsuro-taira__1,1,2025-12-06,12,518,4062,b_win,KO/TKO,2,3,flyweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Brandon Moreno vs. Tatsuro Taira,Brandon Moreno,Tatsuro Taira,4062,518,ko_tko,KO/TKO ,144,15,Mark Smith,Punches to Head From Back Control 
ufc-323-dvalishvili-vs-yan-2__henry-cejudo-vs-payton-talbott__1,1,2025-12-06,11,1631,3377,b_win,Decision,3,3,bantamweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Henry Cejudo vs. Payton Talbott,Henry Cejudo,Payton Talbott,3377,1631,decision,Decision - Unanimous ,300,15,Chris Tognoni,Eric Colon 27 - 30.Sal D'amato 27 - 30.David Lethaby 27 - 30.
ufc-323-dvalishvili-vs-yan-2__jan-blachowicz-vs-bogdan-guskov__1,1,2025-12-06,10,1862,480,draw,Draw,3,3,light_heavyweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Jan Blachowicz vs. Bogdan Guskov,Jan Blachowicz,Bogdan Guskov,,,decision,Decision - Majority ,300,15,Jason Herzog,Junichiro Kamijo 28 - 29.Chris Lee 28 - 28.Ron McCarthy 28 - 28.
ufc-323-dvalishvili-vs-yan-2__grant-dawson-vs-manuel-torres__1,1,2025-12-06,9,1563,2809,b_win,KO/TKO,1,3,lightweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Grant Dawson vs. Manuel Torres,Grant Dawson,Manuel Torres,2809,1563,ko_tko,KO/TKO ,145,15,Herb Dean,Punch to Head At Distance 
ufc-323-dvalishvili-vs-yan-2__terrance-mckinney-vs-chris-duncan__1,1,2025-12-06,8,4081,765,b_win,Submission,1,3,lightweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Terrance McKinney vs. Chris Duncan,Terrance McKinney,Chris Duncan,765,4081,submission,Submission ,150,15,Marc Goddard,Anaconda Choke On Ground 
ufc-323-dvalishvili-vs-yan-2__maycee-barber-vs-karine-silva__1,1,2025-12-06,7,2995,2407,a_win,Decision,3,3,flyweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Maycee Barber vs. Karine Silva,Maycee Barber,Karine Silva,2995,2407,decision,Decision - Unanimous ,300,15,Mark Smith,Sal D'amato 27 - 30.Mike Bell 28 - 29.Derek Cleary 28 - 29.
ufc-323-dvalishvili-vs-yan-2__nazim-sadykhov-vs-fares-ziam__1,1,2025-12-06,6,3210,1393,b_win,KO/TKO,2,3,lightweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Nazim Sadykhov vs. Fares Ziam,Nazim Sadykhov,Fares Ziam,1393,3210,ko_tko,KO/TKO ,299,15,Jason Herzog,Punches to Head On Ground 
ufc-323-dvalishvili-vs-yan-2__marvin-vettori-vs-brunno-ferreira__1,1,2025-12-06,5,2918,577,b_win,Decision,3,3,middleweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Marvin Vettori vs. Brunno Ferreira,Marvin Vettori,Brunno Ferreira,577,2918,decision,Decision - Unanimous ,300,15,Chris Tognoni,Derek Cleary 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.
ufc-323-dvalishvili-vs-yan-2__edson-barboza-vs-jalin-turner__1,1,2025-12-06,4,1263,1822,b_win,KO/TKO,1,3,lightweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Edson Barboza vs. Jalin Turner,Edson Barboza,Jalin Turner,1822,1263,ko_tko,KO/TKO ,144,15,Herb Dean,Punches to Head At Distance 
ufc-323-dvalishvili-vs-yan-2__iwo-baraniewski-vs-ibo-aslan__1,1,2025-12-06,3,1763,1693,a_win,KO/TKO,1,3,light_heavyweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Iwo Baraniewski vs. Ibo Aslan,Iwo Baraniewski,Ibo Aslan,1763,1693,ko_tko,KO/TKO ,89,15,Marc Goddard,Punches to Head At Distance 
ufc-323-dvalishvili-vs-yan-2__mansur-abdul-malik-vs-antonio-trocoli__1,1,2025-12-06,2,2804,326,a_win,Submission,1,3,middleweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Mansur Abdul-Malik vs. Antonio Trocoli,Mansur Abdul-Malik,Antonio Trocoli,2804,326,submission,Submission ,69,15,Mark Smith,Guillotine Choke Standing 
ufc-323-dvalishvili-vs-yan-2__muhammad-naimov-vs-mairon-santos__1,1,2025-12-06,1,3161,2781,b_win,KO/TKO,3,3,featherweight,non_title,UFC 323: Dvalishvili vs. Yan 2,Muhammad Naimov vs. Mairon Santos,Muhammad Naimov,Mairon Santos,2781,3161,ko_tko,KO/TKO ,21,15,Mark Smith,Punches to Head At Distance 
ufc-fight-night-tsarukyan-vs-hooker__arman-tsarukyan-vs-dan-hooker__1,1,2025-11-22,14,341,960,a_win,Submission,2,5,lightweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Arman Tsarukyan vs. Dan Hooker,Arman Tsarukyan,Dan Hooker,341,960,submission,Submission ,214,25,Marc Goddard,Arm Triangle From Mount 
ufc-fight-night-tsarukyan-vs-hooker__belal-muhammad-vs-ian-machado-garry__1,1,2025-11-22,13,408,1688,b_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Belal Muhammad vs. Ian Machado Garry,Belal Muhammad,Ian Machado Garry,1688,408,decision,Decision - Unanimous ,300,15,Rich Mitchell,Anders Ohlsson 27 - 30.Vito Paolillo 27 - 30.Mark Collett 28 - 29.
ufc-fight-night-tsarukyan-vs-hooker__volkan-oezdemir-vs-alonzo-menifield__1,1,2025-11-22,12,4313,196,a_win,KO/TKO,1,3,light_heavyweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Volkan Oezdemir vs. Alonzo Menifield,Volkan Oezdemir,Alonzo Menifield,4313,196,ko_tko,KO/TKO ,87,15,Marc Goddard,Punches to Head At Distance 
ufc-fight-night-tsarukyan-vs-hooker__jack-hermansson-vs-myktybek-orolbai__1,1,2025-11-22,11,1780,3172,b_win,KO/TKO,1,3,welterweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Jack Hermansson vs. Myktybek Orolbai,Jack Hermansson,Myktybek Orolbai,3172,1780,ko_tko,KO/TKO ,166,15,Daniel Movahedi,Punch to Head At Distance 
ufc-fight-night-tsarukyan-vs-hooker__waldo-cortes-acosta-vs-shamil-gaziev__1,1,2025-11-22,10,4321,3881,a_win,KO/TKO,1,3,heavyweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Waldo Cortes Acosta vs. Shamil Gaziev,Waldo Cortes Acosta,Shamil Gaziev,4321,3881,ko_tko,KO/TKO ,82,15,Lukasz Bosacki,Punch to Head At Distance 
ufc-fight-night-tsarukyan-vs-hooker__tagir-ulanbekov-vs-kyoji-horiguchi__1,1,2025-11-22,9,4030,2594,b_win,Submission,3,3,flyweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Tagir Ulanbekov vs. Kyoji Horiguchi,Tagir Ulanbekov,Kyoji Horiguchi,2594,4030,submission,Submission ,138,15,Rich Mitchell,Rear Naked Choke 
ufc-fight-night-tsarukyan-vs-hooker__bogdan-grad-vs-luke-riley__1,1,2025-11-22,8,479,2744,b_win,KO/TKO,2,3,featherweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Bogdan Grad vs. Luke Riley,Bogdan Grad,Luke Riley,2744,479,ko_tko,KO/TKO ,30,15,Marc Goddard,Punches to Head From Guard 
ufc-fight-night-tsarukyan-vs-hooker__nicolas-dalby-vs-saygid-izagakhmaev__1,1,2025-11-22,7,3256,3807,a_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Nicolas Dalby vs. Saygid Izagakhmaev,Nicolas Dalby,Saygid Izagakhmaev,3256,3807,decision,Decision - Split ,300,15,Lukasz Bosacki,Ben Cartlidge 28 - 29.Vito Paolillo 29 - 28.Cezary Wojciechowski 28 - 29.
