name,fighter_id,match_type,score
Townsend Saunders,4197,exact,100
Tra Telligman,4198,exact,100
Tracy Cortez,4199,exact,100
Travis Browne,4200,exact,100
Travis Fulton,4202,exact,100
Travis Lutter,4205,exact,100
Travis Wiuff,4206,exact,100
Tre'ston Vines,4207,exact,100
Trent Jenkins,4209,exact,100
Tresean Gore,4211,exact,100
Trevin Giles,4213,exact,100
Trevin Jones,4214,exact,100
Trevor Peek,4216,exact,100
Trevor Prangley,4217,exact,100
Trevor Smith,4218,exact,100
Trey Ogden,4220,exact,100
Trey Waters,4221,exact,100
Tristan Connelly,4223,exact,100
Troy Mandaloniz,4224,exact,100
Tsuyoshi Kohsaka,4225,exact,100
Tucker Lutz,4228,exact,100
Tuco Tokkos,4229,exact,100
Tulio Palhares,4230,exact,100
Ty Miller,4233,exact,100
Tyler Diamond,4234,exact,100
Tyler Toner,4237,exact,100
Tyrell Fortune,4239,exact,100
Tyron Woodley,4240,exact,100
Tyrone Roberts,4241,exact,100
Tyson Griffin,4242,exact,100
Tyson Nam,4243,exact,100
Tyson Pedro,4244,exact,100
Ulysses Gomez,4245,exact,100
Umar Nurmagomedov,4246,exact,100
Uran Satybaldiev,4247,exact,100
Uriah Hall,4248,exact,100
Urijah Faber,4249,exact,100
Uros Medic,4250,exact,100
Vagner Rocha,4252,exact,100
Val Woodburn,4253,exact,100
Valentina Shevchenko,4255,exact,100
Valeri Ignatov,4256,exact,100
Valerie Letourneau,4257,exact,100
Valmir Lazaro,4259,exact,100
Valter Walker,4260,exact,100
Vanessa Demopoulos,4261,exact,100
Vanessa Melo,4262,exact,100
Vaughan Lee,4264,exact,100
Vernon Ramos Ho,4265,exact,100
Vernon White,4266,exact,100
Veronica Hardy,4267,exact,100
Viacheslav Borshchev,4269,exact,100
Vicente Luque,4270,exact,100
Victor Altamirano,4271,exact,100
Victor Henry,4273,exact,100
Victor Hugo,4274,exact,100
Victor Martinez,4277,exact,100
Victor Rodriguez,4279,exact,100
Victor Valenzuela,4281,exact,100
Victor Valimaki,4282,exact,100
Victoria Leonardo,4283,exact,100
Vik Grujic,4284,exact,100
Viktor Pesta,4285,exact,100
Viktoriia Dudakova,4286,exact,100
Vinc Pichel,4287,exact,100
Vince Cachero,4288,exact,100
Vince Morales,4289,exact,100
Vinicius Moreira,4294,exact,100
Vinicius Oliveira,4295,exact,100
Vinicius Queiroz,4296,exact,100
Vinicius Salvador,4297,exact,100
Vinny Magalhaes,4298,exact,100
Virna Jandiroba,4300,exact,100
Viscardi Andrade,4301,exact,100
Vitor Belfort,4303,exact,100
Vitor Miranda,4305,exact,100
Vitor Petrino,4306,exact,100
Viviane Araujo,4309,exact,100
Viviane Pereira,4310,exact,100
Vladimir Matyushenko,4311,exact,100
Volkan Oezdemir,4312,exact,100
Wade Shipp,4314,exact,100
Wagner Campos,4315,exact,100
Wagner Prado,4316,exact,100
Wagner Silva,4317,exact,100
Waldo Cortes Acosta,4320,exact,100
Walel Watson,4321,exact,100
Wallid Ismail,4323,exact,100
Walt Harris,4324,exact,100
Wanderlei Silva,4326,exact,100
Wang Cong,4327,exact,100
Wang Guan,4328,exact,100
War Machine,4329,exact,100
Warlley Alves,4330,exact,100
Waylon Lowe,4334,exact,100
Wellington Turman,4337,exact,100
Wendell Oliveira Marques,4338,exact,100
Wes Albritton,4339,exact,100
Wes Combs,4340,exact,100
Wes Schultz,4341,exact,100
Wes Sims,4343,exact,100
Wesley Correira,4344,exact,100
Westin Wilson,4346,exact,100
Will Brooks,4347,exact,100
Will Campuzano,4348,exact,100
Will Chope,4349,exact,100
Willamy Freire,4354,exact,100
William Gomis,4355,exact,100
William Knight,4356,exact,100
William Macario,4357,exact,100
Willie Gates,4359,exact,100
Wilson Gouveia,4362,exact,100
Wilson Reis,4363,exact,100
Wu Yanan,4368,exact,100
Wulijiburen,4369,exact,100
Xavier Foupa-Pokam,4371,exact,100
Xiao Long,4374,exact,100
Yadier del Valle,4378,exact,100
Yair Rodriguez,4379,exact,100
Yan Cabral,4381,exact,100
Yan Xiaonan,4384,exact,100
Yana Santos,4385,exact,100
Yanal Ashmouz,4386,exact,100
Yancy Medeiros,4387,exact,100
Yanis Ghemmouri,4388,exact,100
Yao Zhikui,4389,exact,100
Yaotzin Meza,4390,exact,100
Yaroslav Amosov,4391,exact,100
Yasuhiro Urushitani,4392,exact,100
Yazmin Jauregui,4395,exact,100
Yizha,4400,exact,100
Yoel Romero,4401,exact,100
Yohan Lainesse,4403,exact,100
Yoislandy Izquierdo,4404,exact,100
Yoji Anjo,4405,exact,100
Yorgan De Castro,4408,exact,100
Yosdenis Cedeno,4409,exact,100
Yoshihiro Akiyama,4411,exact,100
Yoshiki Takahashi,4415,exact,100
Yoshinori Horie,4416,exact,100
Yoshiyuki Yoshida,4418,exact,100
Yousri Belgaroui,4424,exact,100
Youssef Zalal,4425,exact,100
Yui Chul Nam,4429,exact,100
Yuki Kondo,4435,exact,100
Yuki Sasaki,4436,exact,100
Yuneisy Duben,4441,exact,100
Yuri Vaulin,4445,exact,100
Yuri Villefort,4446,exact,100
Yusaku Kinoshita,4448,exact,100
Yushin Okami,4450,exact,100
Yusuke Kasuya,4452,exact,100
Yuta Sasaki,4455,exact,100
Yves Edwards,4457,exact,100
Yves Jabouin,4458,exact,100
Zabit Magomedsharipov,4459,exact,100
Zac Pauga,4460,exact,100
Zach Light,4461,exact,100
Zach Makovsky,4462,exact,100
Zach Reese,4463,exact,100
Zachary Scroggin,4470,exact,100
Zak Cummings,4472,exact,100
Zak Ottow,4473,exact,100
Zane Frazier,4474,exact,100
Zarah Fairn,4475,exact,100
Zarrukh Adashev,4476,exact,100
Zelim Imadaev,4478,exact,100
Zhalgas Zhumagulov,4479,exact,100
Zhang Lipeng,4480,exact,100
Zhang Mingyang,4481,exact,100
Zhang Tiequan,4483,exact,100
Zhang Weili,4484,exact,100
Zubaira Tukhugov,4489,exact,100
Zviad Lazishvili,4490,exact,100
Zygimantas Ramaska,4491,exact,100
