name,fighter_id,match_type,score
Francisco Trinaldo,1442,exact,100
Frank Camacho,1444,exact,100
Frank Caracci,1445,exact,100
Frank Hamaker,1447,exact,100
Frank Lester,1448,exact,100
Frank Mir,1450,exact,100
Frank Shamrock,1451,exact,100
Frank Trigg,1453,exact,100
Frankie Edgar,1454,exact,100
Frankie Perez,1455,exact,100
Frankie Saenz,1456,exact,100
Fred Ettish,1457,exact,100
Fredson Paixao,1460,exact,100
Fredy Serrano,1461,exact,100
Gabe Green,1462,exact,100
Gabe Ruediger,1464,exact,100
Gabriel Benitez,1467,exact,100
Gabriel Bonfim,1468,exact,100
Gabriel Gonzaga,1471,exact,100
Gabriel Miranda,1473,exact,100
Gabriel Santos,1475,exact,100
Gabriel Silva,1476,exact,100
Gabriella Fernandes,1477,exact,100
Gadzhi Omargadzhiev,1479,exact,100
Gadzhimurad Antigulov,1480,exact,100
Gaetano Pirrello,1481,exact,100
Galore Bofando,1482,exact,100
Gan McGee,1483,exact,100
Garett Whiteley,1485,exact,100
Garreth McLellan,1486,exact,100
Garrett Armfield,1487,exact,100
Gary Goodridge,1491,exact,100
Gasan Umalatov,1496,exact,100
Gaston Bolanos,1497,exact,100
Gauge Young,1499,exact,100
Gavin Tucker,1500,exact,100
Geane Herrera,1501,exact,100
Gegard Mousasi,1502,exact,100
Genaro Valdez,1503,exact,100
Genki Sudo,1504,exact,100
Geoff Neal,1506,exact,100
George Roop,1512,exact,100
George Sotiropoulos,1513,exact,100
George Sullivan,1515,exact,100
Georges St-Pierre,1517,exact,100
Gerald Harris,1519,exact,100
Gerald Meerschaert,1520,exact,100
Gerald Strebendt,1521,exact,100
Geraldo de Freitas,1522,exact,100
Germaine de Randamie,1524,exact,100
Gerry Harris,1527,exact,100
Geza Kalman,1529,exact,100
Gian Villante,1532,exact,100
Gianni Vazquez,1533,exact,100
Gideon Ray,1534,exact,100
Giga Chikadze,1535,exact,100
Gil Castillo,1537,exact,100
Gilbert Aldana,1538,exact,100
Gilbert Burns,1539,exact,100
Gilbert Melendez,1541,exact,100
Gilbert Smith,1543,exact,100
Gilbert Urbina,1544,exact,100
Gilbert Yvel,1545,exact,100
Gillian Robertson,1547,exact,100
Gina Mazany,1549,exact,100
Glaico Franca Moreira,1551,exact,100
Gleison Tibau,1553,exact,100
Gloria de Paula,1555,exact,100
Glover Teixeira,1556,exact,100
Godofredo Pepey,1557,exact,100
Gokhan Saki,1559,exact,100
Gokhan Saricam,1560,exact,100
Goran Reljic,1562,exact,100
Grant Dawson,1563,exact,100
Gray Maynard,1564,exact,100
Greg Hardy,1565,exact,100
Greg Soto,1570,exact,100
Greg Stott,1571,exact,100
Gregor Gillespie,1574,exact,100
Gregory Rodrigues,1576,exact,100
Grigory Popov,1577,exact,100
Guangyou Ning,1578,exact,100
Guido Cannetti,1580,exact,100
Guilherme Pat,1582,exact,100
Guilherme Vasconcelos,1584,exact,100
Gunnar Nelson,1586,exact,100
Guram Kutateladze,1587,exact,100
Gustavo Lopez,1589,exact,100
Guto Inocente,1590,exact,100
Guy Mezger,1591,exact,100
Hacran Dias,1593,exact,100
Hailey Cowan,1594,exact,100
Hakeem Dawodu,1596,exact,100
Hamdy Abdelwahab,1597,exact,100
Hannah Cifers,1601,exact,100
Hannah Goldy,1602,exact,100
Hans Stringer,1604,exact,100
Harold Howard,1605,exact,100
Harry Hardwick,1607,exact,100
Harry Hunsucker,1608,exact,100
Harry Moskowitz,1609,exact,100
Hatsu Hioki,1612,exact,100
Hayato Sakurai,1614,exact,100
Hayder Hassan,1615,exact,100
He-Man Gipson,1616,exact,100
Heath Herring,1617,exact,100
Heather Clark,1618,exact,100
Hecher Sosa,1619,exact,100
Hector Aldana,1620,exact,100
Hector Lombard,1621,exact,100
Hector Ramirez,1622,exact,100
Hector Sandoval,1623,exact,100
Hector Urbina,1624,exact,100
Henrique da Silva,1629,exact,100
Henry Briones,1630,exact,100
Henry Cejudo,1631,exact,100
Henry Martinez,1633,exact,100
Herbert Burns,1636,exact,100
Hermes Franca,1640,exact,100
Hernani Perpetuo,1641,exact,100
Holly Holm,1659,exact,100
Homer Moore,1660,exact,100
Horacio Gutierrez,1662,exact,100
Houston Alexander,1663,exact,100
Houston Dorr,1664,exact,100
Hu Yaozong,1665,exact,100
Hugo Duarte,1669,exact,100
Hugo Viana,1672,exact,100
Humberto Bandenay,1673,exact,100
Humberto Brown Morrison,1674,exact,100
Hunter Azure,1676,exact,100
Hyder Amil,1679,exact,100
Hyun Gyu Lim,1681,exact,100
HyunSung Park,1682,exact,100
Ian Entwistle,1684,exact,100
Ian Freeman,1685,exact,100
Ian Heinisch,1686,exact,100
Ian Loveland,1687,exact,100
Ian Machado Garry,1688,exact,100
Ian McCall,1689,exact,100
Iasmin Lucindo,1692,exact,100
Ibo Aslan,1693,exact,100
Icho Larenas,1696,exact,100
Ignacio Bahamondes,1699,exact,100
Igor Araujo,1700,exact,100
Igor Pokrajac,1704,exact,100
Igor Severino,1705,exact,100
Igor Zinoviev,1707,exact,100
Ihor Potieria,1708,exact,100
Ike Villanueva,1709,exact,100
Ikram Aliskerov,1710,exact,100
Ikuhisa Minowa,1711,exact,100
Ildemar Alcantara,1712,exact,100
Ilia Topuria,1713,exact,100
Iliarde Santos,1715,exact,100
Ilir Latifi,1717,exact,100
Imanol Rodriguez,1720,exact,100
Impa Kasanganay,1721,exact,100
Ion Cutelaba,1724,exact,100
Irene Aldana,1727,exact,100
Irina Alekseeva,1728,exact,100
Irwin Rivera,1729,exact,100
Isaac Dulgarian,1730,exact,100
Isaac Thomson,1731,exact,100
Isaac Vallie-Flagg,1732,exact,100
Isabela de Padua,1733,exact,100
Islam Dulatov,1738,exact,100
Islam Makhachev,1739,exact,100
Ismael Bonfim,1741,exact,100
Ismail Naurdiev,1742,exact,100
Israel Adesanya,1743,exact,100
Issei Tamura,1749,exact,100
Istela Nunes,1750,exact,100
Iuri Alcantara,1751,exact,100
Ivan Erslan,1753,exact,100
Ivan Jorge,1755,exact,100
Ivan Menjivar,1757,exact,100
Ivan Salaverry,1758,exact,100
Ivan Serati,1759,exact,100
Ivana Petrovic,1762,exact,100
Iwo Baraniewski,1763,exact,100
Izabela Badurek,1764,exact,100
JC Cottrell,1766,exact,100
JJ Aldrich,1767,exact,100
JP Buys,1770,exact,100
Jacare Souza,1774,exact,100
Jack Della Maddalena,1778,exact,100
Jack Hermansson,1780,exact,100
Jack Jenkins,1781,exact,100
Jack Marshman,1782,exact,100
Jack May,1783,exact,100
Jack McGlaughlin,1784,exact,100
Jack Nilson,1786,exact,100
Jack Shore,1787,exact,100
Jackie Lee,1788,exact,100
Jackson McVey,1789,exact,100
Jacob Kilburn,1790,exact,100
Jacob Malkoun,1791,exact,100
Jacob Volkmann,1795,exact,100
Jacobe Smith,1796,exact,100
Jacqueline Cavalcanti,1798,exact,100
Jafel Filho,1802,exact,100
Jai Herbert,1803,exact,100
Jailton Almeida,1804,exact,100
Jairzinho Rozenstruik,1810,exact,100
Jake Collier,1811,exact,100
Jake Ellenberger,1812,exact,100
Jake Hadley,1813,exact,100
Jake Hecht,1814,exact,100
Jake Lindsey,1815,exact,100
Jake Matthews,1816,exact,100
Jake O'Brien,1817,exact,100
Jake Rosholt,1818,exact,100
Jake Shields,1819,exact,100
Jakub Wiklacz,1821,exact,100
Jalin Turner,1822,exact,100
Jamahal Hill,1823,exact,100
Jamal Pogues,1824,exact,100
Jamall Emmers,1825,exact,100
James Bochnovic,1829,exact,100
James Giboo,1831,exact,100
James Hammortree,1833,exact,100
James Head,1834,exact,100
James Irvin,1835,exact,100
James Krause,1836,exact,100
James Lee,1837,exact,100
James Llontop,1838,exact,100
James McSweeney,1839,exact,100
James Moontasri,1840,exact,100
James Mulheron,1841,exact,100
James Te Huna,1843,exact,100
James Toney,1846,exact,100
James Vick,1847,exact,100
James Wilks,1850,exact,100
James Zikic,1851,exact,100
Jamey Simmons,1852,exact,100
Jamey-Lyn Horth,1853,exact,100
Jamie Moyle,1856,exact,100
Jamie Mullarkey,1857,exact,100
Jamie Pickett,1858,exact,100
Jamie Siraj,1859,exact,100
Jamie Varner,1860,exact,100
Jamie Yager,1861,exact,100
Jan Blachowicz,1862,exact,100
Jaqueline Amorim,1868,exact,100
Jared Cannonier,1869,exact,100
Jared Gooden,1871,exact,100
Jared Gordon,1872,exact,100
Jared Hamman,1873,exact,100
Jared Papazian,1874,exact,100
Jared Rollins,1875,exact,100
Jared Rosholt,1876,exact,100
Jared Vanderaa,1877,exact,100
Jarjis Danho,1878,exact,100
Jarno Errens,1879,exact,100
Jarred Brooks,1880,exact,100
Jasmine Jasudavicius,1882,exact,100
Jason Black,1883,exact,100
Jason Brilz,1885,exact,100
Jason Day,1887,exact,100
Jason DeLucia,1888,exact,100
Jason Dent,1889,exact,100
Jason Fairn,1890,exact,100
Jason Gilliam,1892,exact,100
Jason Godsey,1894,exact,100
Jason Gonzalez,1895,exact,100
Jason High,1897,exact,100
Jason Knight,1900,exact,100
Jason Lambert,1901,exact,100
Jason MacDonald,1902,exact,100
Jason Miller,1905,exact,100
Jason Novelli,1906,exact,100
Jason Reinhardt,1907,exact,100
Jason Saggo,1909,exact,100
Jason Tan,1912,exact,100
Jason Thacker,1913,exact,100
Jason Von Flue,1914,exact,100
Jason Witt,1915,exact,100
Jason Young,1916,exact,100
Javid Basharat,1918,exact,100
Javier Reyes,1919,exact,100
Javier Vazquez,1920,exact,100
Jay Cucciniello,1923,exact,100
Jay Hieron,1924,exact,100
Jay Perrin,1925,exact,100
Jay Silva,1926,exact,100
Jean Matsumoto,1928,exact,100
Jean Silva,1930,exact,100
Jean-Paul Lebosnoyani,1931,exact,100
Jeff Cox,1933,exact,100
Jeff Curran,1935,exact,100
Jeff Hougland,1936,exact,100
Jeff Hughes,1937,exact,100
Jeff Joslin,1938,exact,100
Jeff Molina,1939,exact,100
Jeff Monson,1940,exact,100
Jeff Newton,1941,exact,100
Jeka Saragih,1945,exact,100
Jenel Lausa,1946,exact,100
Jennifer Maia,1949,exact,100
Jens Pulver,1950,exact,100
JeongYeong Lee,1951,exact,100
Jeremiah Wells,1959,exact,100
Jeremy Horn,1964,exact,100
Jeremy Jackson,1965,exact,100
Jeremy Kennedy,1966,exact,100
Jeremy Kimball,1967,exact,100
Jeremy Larsen,1969,exact,100
Jeremy Stephens,1972,exact,100
Jermaine Andre,1977,exact,100
Jerome Rivera,1979,exact,100
Jerrod Sanders,1981,exact,100
Jerry Bohlander,1983,exact,100
Jess Liaudin,1985,exact,100
Jessamyn Duke,1986,exact,100
Jesse Bongfeldt,1987,exact,100
Jesse Butler,1988,exact,100
Jesse Forbes,1990,exact,100
Jesse Lennox,1995,exact,100
Jesse Ronson,1998,exact,100
Jesse Sanders,1999,exact,100
Jesse Strader,2000,exact,100
Jesse Taylor,2001,exact,100
Jessica Aguilar,2002,exact,100
Jessica Andrade,2003,exact,100
Jessica Eye,2004,exact,100
Jessica Penne,2005,exact,100
Jessica Rakoczy,2006,exact,100
Jessica-Rose Clark,2007,exact,100
Jessin Ayari,2008,exact,100
Jesus Aguilar,2009,exact,100
Jesus Pinedo,2010,exact,100
Jhonata Diniz,2011,exact,100
Ji Yeon Kim,2014,exact,100
Jianping Yang,2015,exact,100
Jim Alers,2016,exact,100
Jim Miller,2017,exact,100
Jim Mullen,2018,exact,100
Jim Wallhead,2019,exact,100
Jimi Manuwa,2020,exact,100
Jimmie Rivera,2022,exact,100
Jimmy Crute,2024,exact,100
Jimmy Flick,2026,exact,100
Jimmy Quinlan,2028,exact,100
Jimy Hettes,2029,exact,100
Jin Soo Son,2033,exact,100
Jinh Yu Frey,2035,exact,100
Jiri Prochazka,2038,exact,100
Joachim Christensen,2039,exact,100
Joanderson Brito,2041,exact,100
Joanna Jedrzejczyk,2042,exact,100
Joanne Wood,2043,exact,100
Joao Pierini,2046,exact,100
Joao Roque,2047,exact,100
Joao Zeferino,2049,exact,100
Joaquim Silva,2050,exact,100
Joaquin Buckley,2051,exact,100
Joby Sanchez,2052,exact,100
Jocelyn Jones-Lybarger,2053,exact,100
Jodie Esquibel,2054,exact,100
Joe Brammer,2056,exact,100
Joe Charles,2059,exact,100
Joe Doerksen,2060,exact,100
Joe Duffy,2062,exact,100
Joe Ellenberger,2063,exact,100
Joe Giannetti,2064,exact,100
Joe Jordan,2067,exact,100
Joe Lauzon,2068,exact,100
Joe Merritt,2071,exact,100
Joe Moreira,2072,exact,100
Joe Pardo,2074,exact,100
Joe Proctor,2076,exact,100
Joe Pyfer,2077,exact,100
Joe Riggs,2079,exact,100
Joe Slick,2081,exact,100
Joe Solecki,2082,exact,100
Joe Son,2083,exact,100
Joe Soto,2084,exact,100
Joe Stevenson,2085,exact,100
Joe Vedepo,2087,exact,100
Joe Veres,2088,exact,100
Joel Alvarez,2091,exact,100
Joel Sutton,2092,exact,100
Joey Beltran,2095,exact,100
Joey Gambino,2096,exact,100
Joey Gilbert,2097,exact,100
Joey Gomez,2099,exact,100
Joey Roberts,2101,exact,100
John Albert,2105,exact,100
John Alessio,2106,exact,100
John Allan,2107,exact,100
John Campetella,2108,exact,100
John Castaneda,2109,exact,100
John Cholish,2110,exact,100
John Cofer,2112,exact,100
John Dodson,2116,exact,100
John Dowdy,2118,exact,100
John Gunderson,2122,exact,100
John Gunther,2123,exact,100
John Halverson,2124,exact,100
John Hathaway,2125,exact,100
John Howard,2127,exact,100
John Kolosci,2129,exact,100
John Lewis,2131,exact,100
John Lineker,2132,exact,100
John Lober,2133,exact,100
John Maguire,2134,exact,100
John Makdessi,2135,exact,100
John Marsh,2136,exact,100
John Matua,2137,exact,100
John Moraga,2138,exact,100
John Phillips,2140,exact,100
John Polakowski,2141,exact,100
John Salter,2146,exact,100
John Teixeira,2147,exact,100
John Yannis,2148,exact,100
Johnny Bedford,2150,exact,100
Johnny Case,2151,exact,100
Johnny Eduardo,2153,exact,100
Johnny Munoz,2154,exact,100
Johnny Rees,2155,exact,100
Johnny Rhodes,2156,exact,100
Johnny Walker,2158,exact,100
Johny Hendricks,2159,exact,100
Jon Delos Reyes,2161,exact,100
Jon Fitch,2162,exact,100
Jon Hess,2163,exact,100
Jon Jones,2164,exact,100
Jon Madsen,2166,exact,100
Jon Manley,2167,exact,100
Jon Olav Einemo,2169,exact,100
Jon Tuck,2170,exact,100
Jonathan Brookins,2173,exact,100
Jonathan Goulet,2176,exact,100
Jonathan Martinez,2177,exact,100
Jonathan Meunier,2178,exact,100
Jonathan Micallef,2179,exact,100
Jonathan Pearce,2181,exact,100
Jonathan Wiezorek,2185,exact,100
Jonathan Wilson,2186,exact,100
Jonavin Webb,2187,exact,100
Jonny Parsons,2193,exact,100
JooSang Yoo,2194,exact,100
Jordan Espinosa,2197,exact,100
Jordan Griffin,2199,exact,100
Jordan Johnson,2200,exact,100
Jordan Leavitt,2201,exact,100
Jordan Mein,2202,exact,100
Jordan Radev,2204,exact,100
Jordan Rinaldi,2205,exact,100
Jordan Vucenic,2206,exact,100
Jordan Williams,2207,exact,100
Jordan Wright,2208,exact,100
Jorge Gurgel,2210,exact,100
Jorge Lopez,2212,exact,100
Jorge Masvidal,2213,exact,100
Jorge Patino,2216,exact,100
Jorge Rivera,2217,exact,100
Jorge Santiago,2218,exact,100
Jorge de Oliveira,2219,exact,100
Jose Aldo,2222,exact,100
Jose Daniel Medina,2226,exact,100
Jose Delano,2227,exact,100
Jose Delgado,2228,exact,100
Jose Johnson,2230,exact,100
Jose Maria,2232,exact,100
Jose Ochoa,2234,exact,100
Jose Quinonez,2237,exact,100
Jose Torres,2239,exact,100
Josefine Knutsson,2240,exact,100
Joselyne Edwards,2241,exact,100
Joseph Benavidez,2242,exact,100
Joseph Gigliotti,2243,exact,100
Joseph Holmes,2244,exact,100
Joseph Morales,2246,exact,100
Joseph Sandoval,2247,exact,100
Josh Barnett,2249,exact,100
Josh Bryant,2251,exact,100
Josh Clopton,2254,exact,100
Josh Copeland,2255,exact,100
Josh Culibao,2256,exact,100
Josh Emmett,2258,exact,100
Josh Ferguson,2260,exact,100
Josh Fremd,2261,exact,100
Josh Grispi,2262,exact,100
Josh Haynes,2263,exact,100
Josh Hendricks,2264,exact,100
Josh Hokit,2265,exact,100
Josh Koscheck,2268,exact,100
Josh Neer,2272,exact,100
Josh Parisian,2274,exact,100
Josh Quinlan,2276,exact,100
Josh Rafferty,2277,exact,100
Josh Samman,2278,exact,100
Josh Sampo,2279,exact,100
Josh Shockley,2281,exact,100
Josh Shockman,2282,exact,100
Josh Stansbury,2284,exact,100
Josh Stuart,2285,exact,100
Josh Thomson,2286,exact,100
Joshua Burkman,2289,exact,100
Joshua Van,2290,exact,100
Joshua Weems,2292,exact,100
Josiah Harrell,2293,exact,100
Josiane Nunes,2294,exact,100
Josias Musasa,2295,exact,100
Journey Newson,2296,exact,100
Juan Adams,2298,exact,100
Juan Espino,2303,exact,100
Juan Manuel Puig,2304,exact,100
Juancamilo Ronderos,2308,exact,100
Jules Bruchez,2309,exact,100
Julia Avila,2310,exact,100
Julia Polastri,2312,exact,100
Julian Erosa,2313,exact,100
Julian Marquez,2314,exact,100
Julian Sanchez,2315,exact,100
Juliana Lima,2316,exact,100
Juliana Miller,2317,exact,100
Julianna Pena,2318,exact,100
Julie Kedzie,2319,exact,100
Julien Leblanc,2320,exact,100
Julija Stoliarenko,2322,exact,100
Julio Arce,2323,exact,100
Julio Paulino,2325,exact,100
Julius Walker,2327,exact,100
Jumabieke Tuerxun,2328,exact,100
JunYong Park,2329,exact,100
Junie Browning,2332,exact,100
Junior Albini,2333,exact,100
Junior Assuncao,2334,exact,100
Junior Dos Santos,2336,exact,100
Junior Tafa,2337,exact,100
Jussier Formiga,2340,exact,100
Justin Buchholz,2343,exact,100
Justin Edwards,2347,exact,100
Justin Eilers,2348,exact,100
Justin Frazier,2349,exact,100
Justin Gaethje,2350,exact,100
Justin James,2356,exact,100
Justin Jaynes,2357,exact,100
Justin Jones,2358,exact,100
Justin Lawrence,2359,exact,100
Justin Ledet,2360,exact,100
Justin Levens,2361,exact,100
Justin Martin,2362,exact,100
Justin McCully,2363,exact,100
Justin Salas,2368,exact,100
Justin Scoggins,2369,exact,100
Justin Tafa,2372,exact,100
Justin Willis,2374,exact,100
Justin Wren,2375,exact,100
Justine Kish,2376,exact,100
Jutaro Nakao,2377,exact,100
KB Bhullar,2378,exact,100
KJ Noons,2379,exact,100
Kaan Ofli,2380,exact,100
Kai Asakura,2381,exact,100
Kai Kamaka,2382,fuzzy_accept,100
Kai Kamaka III,2382,exact,100
Kai Kara-France,2383,exact,100
Kailin Curran,2387,exact,100
Kajan Johnson,2392,exact,100
Kalib Starnes,2396,exact,100
Kalindra Faria,2397,exact,100
Kamal Shalorus,2400,exact,100
Kamaru Usman,2401,exact,100
Kamuela Kirk,2402,exact,100
Kanako Murata,2403,exact,100
Karine Gevorgyan,2406,exact,100
Karine Silva,2407,exact,100
Karl Roberson,2410,exact,100
Karl Williams,2411,exact,100
Karlos Vemola,2414,exact,100
Karo Parisyan,2415,exact,100
Karol Rosa,2416,exact,100
Karolina Kowalkiewicz,2417,exact,100
Katlyn Cerminara,2422,exact,100
Katsuhisa Fujii,2425,exact,100
Katsunori Kikuno,2426,exact,100
Kaue Fernandes,2429,exact,100
Kay Hansen,2431,exact,100
Kayla Harrison,2432,exact,100
Kaynan Kruschewsky,2433,exact,100
Kazuhiro Nakamura,2435,exact,100
Kazuki Tokudome,2438,exact,100
Kazula Vargas,2439,exact,100
Kazushi Sakuraba,2444,exact,100
Keigo Kunihara,2448,exact,100
Keiichiro Nakamura,2449,exact,100
Keiichiro Yamamiya,2450,exact,100
Keita Nakamura,2453,exact,100
Keith Berish,2454,exact,100
Keith Hackney,2456,exact,100
Keith Jardine,2457,exact,100
Keith Mielke,2458,exact,100
Keith Rockel,2459,exact,100
Keith Wisniewski,2460,exact,100
Kelly Dullanty,2461,exact,100
Kelly Faszholz,2462,exact,100
Kelvin Gastelum,2465,exact,100
Ken Shamrock,2469,exact,100
Ken Stone,2470,exact,100
Kendall Grove,2471,exact,100
Kenichi Yamamoto,2474,exact,100
Kennedy Nzechukwu,2478,exact,100
Kenny Florian,2483,exact,100
Kenny Robertson,2485,exact,100
Kerry Schall,2488,exact,100
Ketlen Souza,2491,exact,100
Ketlen Vieira,2492,exact,100
Kevin Aguilar,2493,exact,100
Kevin Borjas,2494,exact,100
Kevin Burns,2495,exact,100
Kevin Casey,2496,exact,100
Kevin Christian,2497,exact,100
Kevin Croom,2498,exact,100
Kevin Ferguson,2500,exact,100
Kevin Holland,2503,exact,100
Kevin Jackson,2504,exact,100
Kevin Jordan,2505,exact,100
Kevin Jousset,2506,exact,100
Kevin Lee,2508,exact,100
Kevin Natividad,2509,exact,100
Kevin Randleman,2510,exact,100
Kevin Rosier,2512,exact,100
Kevin Vallejos,2515,exact,100
Khabib Nurmagomedov,2516,exact,100
Khadis Ibragimov,2517,exact,100
Khalid Murtazaliev,2519,exact,100
Khalid Taha,2520,exact,100
Khalil Rountree Jr.,2521,exact,100
Khama Worthy,2522,exact,100
Khamzat Chimaev,2523,exact,100
Khaos Williams,2524,exact,100
Khusein Askhabov,2526,exact,100
Kiefer Crosbie,2527,exact,100
Kiichi Kunimoto,2529,exact,100
Kimo Leopoldo,2534,exact,100
King Green,2536,exact,100
Kiru Sahota,2539,exact,100
Kit Cope,2540,exact,100
Klaudia Sygula,2543,exact,100
Kleydson Rodrigues,2545,exact,100
Klidson Abreu,2546,exact,100
Kody Steele,2547,exact,100
Koji Kitao,2549,exact,100
Koji Oishi,2550,exact,100
Konstantin Erokhin,2552,exact,100
Kris McCray,2557,exact,100
Kris Moutinho,2558,exact,100
Kristian Rothaermel,2560,exact,100
Kristof Midoux,2561,exact,100
Kron Gracie,2562,exact,100
Krzysztof Jotko,2563,exact,100
Krzysztof Soszynski,2564,exact,100
Kuniyoshi Hironaka,2566,exact,100
Kurt Holobaugh,2567,exact,100
Kurt Pellegrino,2569,exact,100
Kurtis Campbell,2570,exact,100
Kwan Ho Kwak,2572,exact,100
Kyle Bochniak,2575,exact,100
Kyle Bradley,2577,exact,100
Kyle Daukaus,2578,exact,100
Kyle Kingsbury,2582,exact,100
Kyle Nelson,2585,exact,100
Kyle Noke,2587,exact,100
Kyle Prepolec,2588,exact,100
Kyle Stewart,2590,exact,100
Kyle Watson,2592,exact,100
Kyler Phillips,2593,exact,100
Kyoji Horiguchi,2594,exact,100
Kyung Ho Kang,2598,exact,100
Lance Benoist,2601,exact,100
Lance Gibson,2602,exact,100
Lance Gibson Jr.,2603,exact,100
Lando Vannata,2605,exact,100
Landon Quinones,2606,exact,100
Lara Procopio,2608,exact,100
Larissa Pacheco,2609,exact,100
Larry Cureton,2610,exact,100
Laureano Staropoli,2612,exact,100
Lauren Mueller,2613,exact,100
Lauren Murphy,2614,exact,100
Lavar Johnson,2615,exact,100
Laverne Clark,2616,exact,100
Lawrence Lui,2617,exact,100
Leah Letson,2619,exact,100
Leandro Issa,2620,exact,100
Leandro Silva,2621,exact,100
Lee Murray,2626,exact,100
Leigh Remedios,2627,exact,100
Leo Kuntz,2631,exact,100
Leon Edwards,2634,exact,100
Leonard Garcia,2636,exact,100
Leonardo Guimaraes,2638,exact,100
Leonardo Mafra,2639,exact,100
Leonardo Morales,2640,exact,100
Leonardo Santos,2641,exact,100
Lerone Murphy,2643,exact,100
Lerryan Douglas,2644,exact,100
Leslie Smith,2646,exact,100
Levan Makashvili,2647,exact,100
Lewis Gonzalez,2651,exact,100
Li Jingliang,2652,exact,100
Liana Jojua,2656,exact,100
Liang Na,2657,exact,100
Liliya Shakirova,2658,exact,100
Lina Lansberg,2660,exact,100
Lisa Ellis,2663,exact,100
Liudvik Sholinian,2666,exact,100
Livinha Souza,2667,exact,100
Liz Carmouche,2668,exact,100
Lodune Sincaid,2670,exact,100
Logan Clark,2671,exact,100
Loik Radzhabov,2675,exact,100
Loma Lookboonmee,2677,exact,100
Lone'er Kavanagh,2678,exact,100
Loopy Godinez,2679,exact,100
Lorenz Larkin,2680,exact,100
Losene Keita,2682,exact,100
Louie Sutherland,2683,exact,100
Louis Cosce,2684,exact,100
Louis Gaudinot,2685,exact,100
Louis Smolka,2689,exact,100
Lowell Anderson,2691,exact,100
Luan Chagas,2694,exact,100
Luan Lacerda,2695,exact,100
Luana Carolina,2696,exact,100
Luana Pinheiro,2697,exact,100
Luana Santos,2698,exact,100
Lucas Alexander,2700,exact,100
Lucas Almeida,2701,exact,100
Lucas Brennan,2702,exact,100
Lucas Martins,2708,exact,100
Lucas Rocha,2709,exact,100
Lucie Pudilova,2714,exact,100
Lucio Linhares,2715,exact,100
Ludovit Klein,2717,exact,100
Luigi Fioravanti,2718,exact,100
Luigi Vendramini,2719,exact,100
Luis Gurule,2722,exact,100
Luis Henrique,2723,exact,100
Luis Pajuelo,2725,exact,100
Luis Pena,2726,exact,100
Luis Ramos,2727,exact,100
Luis Saldana,2728,exact,100
Luiz Cane,2731,exact,100
Luiz Dutra,2732,exact,100
Lukasz Brzeski,2734,exact,100
Lukasz Sajewski,2736,exact,100
Luke Barnatt,2737,exact,100
Luke Caudillo,2738,exact,100
Luke Cummo,2739,exact,100
Luke Fernandez,2740,exact,100
Luke Jumeau,2743,exact,100
Luke Riley,2744,exact,100
Luke Rockhold,2745,exact,100
Luke Sanders,2746,exact,100
Luke Zachrich,2748,exact,100
Lyman Good,2752,exact,100
Lyoto Machida,2753,exact,100
Mac Danzig,2755,exact,100
Maciej Jewtuszko,2757,exact,100
Mackens Semerzier,2759,exact,100
Mackenzie Dern,2760,exact,100
Macy Chiasson,2762,exact,100
Mads Burnell,2763,exact,100
Magnus Cedenblad,2766,exact,100
Magomed Ankalaev,2767,exact,100
Magomed Gadzhiyasulov,2769,exact,100
Magomed Mustafaev,2770,exact,100
Maheshate,2774,exact,100
Maia Stevenson,2775,exact,100
Maiquel Falcao,2779,exact,100
Mairbek Taisumov,2780,exact,100
Mairon Santos,2781,exact,100
Makhmud Muradov,2783,exact,100
Maki Pitolo,2784,exact,100
Makwan Amirkhani,2786,exact,100
Malcolm Gordon,2788,exact,100
Malcolm Wellmaker,2789,exact,100
Mallory Martin,2791,exact,100
Mana Martinez,2792,exact,100
Mandel Nallo,2793,exact,100
Mandy Bohm,2795,exact,100
Manel Kape,2796,exact,100
Manny Bermudez,2797,exact,100
Manoel Sousa,2800,exact,100
Manolo Zecchini,2801,exact,100
Manon Fiorot,2802,exact,100
Mansur Abdul-Malik,2804,exact,100
Mantas Kondratavicius,2805,exact,100
Manuel Rodriguez,2808,exact,100
Manuel Torres,2809,exact,100
Manvel Gamburyan,2810,exact,100
MarQuel Mederos,2811,exact,100
Mara Romero Borella,2812,exact,100
Marc Diakiese,2814,exact,100
Marc-Andre Barriault,2816,exact,100
Marcel Fortuna,2817,exact,100
Marcelo Aguiar,2818,exact,100
Marcelo Golm,2820,exact,100
Marcelo Guimaraes,2821,exact,100
Marcelo Mello,2822,exact,100
Marcelo Rojo,2823,exact,100
Marcin Bandel,2824,exact,100
Marcin Held,2825,exact,100
Marcin Prachnio,2826,exact,100
Marcin Tybura,2827,exact,100
Marcin Wrzosek,2828,exact,100
Marcio Alexandre Junior,2829,exact,100
Marcio Barbosa,2830,exact,100
Marcio Cruz,2831,exact,100
Marco Beltran,2833,exact,100
Marco Polo Reyes,2834,exact,100
Marco Ruas,2835,exact,100
Marco Tulio,2836,exact,100
Marcos Mariano,2841,exact,100
Marcos Rogerio de Lima,2842,exact,100
Marcos Vinicius,2843,exact,100
Marcus Aurelio,2845,exact,100
Marcus Bossett,2846,exact,100
Marcus Brimage,2847,exact,100
Marcus Buchecha,2848,exact,100
Marcus Davis,2849,exact,100
